StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q10,Q11_1,Q2,Q3,Q4,Q4_2_TEXT,Q1_2,Q1_3,Q1_4,Q1_7,Q9,Q9_7_TEXT,Q7
2023-04-19 12:45:26,2023-04-19 12:46:13,IP Address,174.203.107.41,100,47,True,2023-04-19 12:46:13,R_1Icnv26FW7w49Ww,,,,,40.4047,-80.0132,qr,EN,The Galley,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-19 12:40:04,2023-04-19 12:47:48,IP Address,66.71.14.20,100,463,True,2023-04-19 12:47:48,R_Qh5FCCMPlOZB69j,,,,,40.3469,-79.8689,qr,EN,The Galley,Yes,5,Yes,,Yes,More energy drink varieties,,,,,,,No
2023-04-19 12:48:36,2023-04-19 12:49:45,IP Address,174.203.112.132,100,68,True,2023-04-19 12:49:45,R_UYmZxjxCepTB2wh,,,,,40.4339,-79.9996,qr,EN,The Galley,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-19 12:49:02,2023-04-19 12:50:46,IP Address,66.71.46.19,100,104,True,2023-04-19 12:50:47,R_2PA5nPZJ9kQ5srn,,,,,40.0983,-75.1032,qr,EN,The Galley,Yes,5,No,"Pepsi products ",,,4,3,2,1,"High Protein,Low Sugar",,No
2023-04-19 12:51:04,2023-04-19 12:52:15,IP Address,66.71.79.80,100,71,True,2023-04-19 12:52:16,R_2QxoauVQgVyWBmv,,,,,40.4298,-78.4408,qr,EN,The Galley,Yes,5,Yes,,Not right now,,,,,,,,Yes
2023-04-19 13:18:00,2023-04-19 13:19:05,IP Address,75.102.90.237,100,64,True,2023-04-19 13:19:05,R_2eXM3TTdbr7TQjk,,,,,40.3356,-75.979,qr,EN,Creekside Market,Yes,5,Yes,,Not right now,,4,1,2,3,Low Sugar,,Yes
2023-04-19 14:37:30,2023-04-19 14:39:43,IP Address,174.203.136.61,100,133,True,2023-04-19 14:39:44,R_2zvzeMgtN34VwPG,,,,,40.3356,-79.6185,qr,EN,Market East,Yes,5,Yes,,Yes,redbull,3,2,4,1,High Protein,,I didn't know you had sales
2023-04-19 15:16:30,2023-04-19 15:17:21,IP Address,104.38.35.49,100,50,True,2023-04-19 15:17:21,R_3iEAwt6yPop2H5l,,,,,40.1005,-75.3709,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,2,3,1,,,Yes
2023-04-19 15:19:07,2023-04-19 15:20:33,IP Address,104.38.90.177,100,85,True,2023-04-19 15:20:34,R_3ik7cq7bibFTCNV,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,4,Yes,,Not right now,,,,,,,,I didn't know you had sales
2023-04-19 15:23:25,2023-04-19 15:24:35,IP Address,174.203.133.140,100,69,True,2023-04-19 15:24:35,R_1nO7trs4XqqYEEr,,,,,39.2807,-80.3493,qr,EN,Market East,Yes,5,Yes,,Not right now,,3,1,4,2,High Protein,,Yes
2023-04-19 15:28:49,2023-04-19 15:30:06,IP Address,174.203.134.2,100,77,True,2023-04-19 15:30:06,R_ONYWEhLzYzwebjb,,,,,39.9544,-75.1657,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,1,2,3,,,No
2023-04-19 16:02:53,2023-04-19 16:10:16,IP Address,75.102.95.227,100,442,True,2023-04-19 16:10:17,R_3PAy4Z72GV06Fao,,,,,40.3356,-75.979,qr,EN,Creekside Market,Yes,5,Yes,,Yes,Goldfish and liquid death,1,2,3,4,,,I didn't know you had sales
2023-04-19 16:51:15,2023-04-19 16:52:16,IP Address,104.38.61.105,100,61,True,2023-04-19 16:52:17,R_1rq3y7dh506fRcl,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,3,2,1,4,Vegetarian,,No
2023-04-19 17:02:56,2023-04-19 17:03:48,IP Address,130.203.79.226,100,51,True,2023-04-19 17:03:48,R_9X0FTk4x0OpOX9D,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,2,1,3,,,Yes
2023-04-19 17:15:45,2023-04-19 17:17:01,IP Address,104.38.90.61,100,75,True,2023-04-19 17:17:01,R_2wAWyrrWRL8xcCZ,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Yes,"More hair and body products ",,,,,High Protein,,Yes
2023-04-19 17:25:26,2023-04-19 17:26:08,IP Address,66.71.105.14,100,41,True,2023-04-19 17:26:09,R_D7DkxnYmA8kWuzv,,,,,40.1854,-77.4139,qr,EN,Creekside Market,No,5,No,Cheez-Itz,,,,,,,High Protein,,Yes
2023-04-19 19:57:42,2023-04-19 19:59:28,IP Address,66.71.4.216,100,106,True,2023-04-19 19:59:29,R_x2UnNDmsBYHcKYN,,,,,40.0443,-75.6472,qr,EN,Creekside Market,Yes,5,No,"Rockstar energy  drink  lemonade flavor and brown rice
",,,,,,,,,Yes
2023-04-20 12:58:11,2023-04-20 12:59:10,IP Address,174.203.129.211,100,59,True,2023-04-20 12:59:11,R_3Jab6eqeuAVT8Eb,,,,,40.3052,-79.5418,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,1,2,3,High Protein,,No
2023-04-20 14:02:55,2023-04-20 14:04:04,IP Address,174.203.137.5,100,68,True,2023-04-20 14:04:04,R_1dKW54SMwxvHlif,,,,,40.4467,-79.6842,qr,EN,Market East,Yes,5,No,"Açaí Smoothie ",,,,,,,Low Sugar,,No
2023-04-20 14:34:17,2023-04-20 14:34:39,IP Address,174.203.133.243,100,22,True,2023-04-20 14:34:39,R_3PgDrV8womlove3,,,,,40.3052,-79.5418,qr,EN,Market East,Yes,5,Yes,,Not right now,,2,1,3,4,,,No
2023-04-20 14:34:33,2023-04-20 14:35:09,IP Address,104.28.78.139,100,35,True,2023-04-20 14:35:09,R_2uP5aM3WozR2Vpz,,,,,40.4339,-79.9996,qr,EN,Market East,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-20 16:57:48,2023-04-20 16:59:54,IP Address,104.38.39.215,100,125,True,2023-04-20 16:59:54,R_2vjGwnhcGBdF2kW,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,4,Yes,,Yes,"Lube ",,,,,Kosher,,No
2023-04-20 17:25:31,2023-04-20 17:26:37,IP Address,107.123.17.116,100,65,True,2023-04-20 17:26:37,R_1cYDh6NjkP3hJsk,,,,,39.9206,-75.1826,qr,EN,Market East,Yes,5,Yes,,Not right now,,4,3,2,1,,,No
2023-04-20 22:01:18,2023-04-20 22:01:50,IP Address,104.38.40.85,100,32,True,2023-04-20 22:01:51,R_2v7dThhxHeyb3V5,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,5,Yes,,Not right now,,3,1,2,4,"High Protein,Low Sugar",,Yes
2023-04-21 11:03:32,2023-04-21 11:05:24,IP Address,192.112.253.22,100,111,True,2023-04-21 11:05:24,R_295GpblwHyhbP81,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Canned food,4,2,3,1,"High Protein,Other","Low calorie ",I didn't know you had sales
2023-04-21 14:55:24,2023-04-21 15:05:51,IP Address,66.71.102.88,100,627,True,2023-04-21 15:05:52,R_2TEJD0HwvDiei24,,,,,40.3356,-75.979,qr,EN,Creekside Market,No,5,No,halo top ice cream,,,4,2,3,1,"High Protein,Low Sugar,Other",low cal,I didn't know you had sales
2023-04-21 18:21:11,2023-04-21 18:22:37,IP Address,192.112.253.16,100,86,True,2023-04-21 18:22:38,R_2xzplwc1QJLbtg0,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Green Apple Gatorade,3,2,1,4,,,Yes
2023-04-23 17:18:55,2023-04-23 17:20:08,IP Address,174.203.130.27,100,73,True,2023-04-23 17:20:08,R_3ktFWjPJDGL70A9,,,,,40.2917,-79.4054,qr,EN,Louie's,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-23 17:32:20,2023-04-23 17:38:37,IP Address,104.38.31.175,100,376,True,2023-04-23 17:38:37,R_2c6o0g778t0B1wT,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,5,Yes,,Yes,S’mores Mochi and more pre-packaged meals,,,,,,,No
2023-04-23 17:39:15,2023-04-23 17:40:42,IP Address,107.77.204.108,100,87,True,2023-04-23 17:40:42,R_1pmoyHW0RpqLwK9,,,,,39.9357,-75.1832,qr,EN,Louie's,Yes,5,No,"Sweet Chili Popcorners chips ",,,,,,,,,Yes
2023-04-23 18:12:13,2023-04-23 18:17:58,IP Address,104.38.125.35,100,344,True,2023-04-23 18:17:59,R_2z8SKWc3x07NCR8,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,4,Yes,,Yes,Hot Dogs,3,1,2,4,,,I didn't know you had sales
2023-04-23 19:20:41,2023-04-23 19:21:48,IP Address,174.203.137.131,100,67,True,2023-04-23 19:21:48,R_3s6wk4d4aKEVXBn,,,,,40.3052,-79.5418,qr,EN,Louie's,Yes,5,Yes,,Not right now,,,,,,Low Sugar,,No
2023-04-23 21:36:51,2023-04-23 21:38:15,IP Address,104.38.23.142,100,84,True,2023-04-23 21:38:16,R_3rSCWntCbxVdBF6,,,,,40.7957,-77.8618,qr,EN,Market West,No,4,Yes,,Yes,Ginger ale,4,1,2,3,,,Yes
2023-04-24 14:51:49,2023-04-24 14:53:29,IP Address,172.56.217.223,100,99,True,2023-04-24 14:53:29,R_3TXQwXX5Ol9vUDT,,,,,39.9739,-75.1456,qr,EN,Market West,Yes,5,No,"Dr. Pete’s ",,,4,2,3,1,High Protein,,Yes
2023-04-24 15:04:10,2023-04-24 15:05:23,IP Address,166.196.103.3,100,72,True,2023-04-24 15:05:23,R_sFG8s5sdx94oV69,,,,,40.0574,-75.4017,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,2,1,3,"High Protein,Low Sugar",,Yes
2023-04-24 15:45:43,2023-04-24 15:46:56,IP Address,104.38.56.120,100,73,True,2023-04-24 15:46:57,R_3EaPcPsN4JoDZqq,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,2,1,3,4,,,Yes
2023-04-24 16:46:01,2023-04-24 16:47:32,IP Address,174.203.135.250,100,91,True,2023-04-24 16:47:33,R_2c57WGACQ5Vgg6b,,,,,40.3177,-79.7223,qr,EN,Market West,Yes,5,Yes,,Yes,Dibs bites,3,1,2,4,,,I didn't know you had sales
2023-04-24 17:06:39,2023-04-24 17:07:42,IP Address,104.38.61.64,100,63,True,2023-04-24 17:07:43,R_2y3K6lrjz8EyT2v,,,,,41.4833,-75.7171,qr,EN,Market West,Yes,4,Yes,,Yes,Protein Shakes,3,1,2,4,,,No
2023-04-24 17:23:39,2023-04-24 17:25:50,IP Address,104.38.71.250,100,131,True,2023-04-24 17:25:51,R_2P7NudNdLw4cvWj,,,,,40.1281,-75.1074,qr,EN,Market West,Yes,4,Yes,,Yes,More energy drink selections,2,3,1,4,,,No
2023-04-24 17:37:54,2023-04-24 17:38:35,IP Address,104.38.124.204,100,41,True,2023-04-24 17:38:36,R_3PLFTJuFpBMRcAO,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,Yes,,Not right now,,2,1,4,3,,,No
2023-04-24 17:38:38,2023-04-24 17:39:50,IP Address,104.38.70.78,100,72,True,2023-04-24 17:39:50,R_3CPdr4fJW0bhcH2,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,2,4,1,Low Sugar,,I didn't know you had sales
2023-04-24 17:41:03,2023-04-24 17:42:06,IP Address,104.38.57.129,100,62,True,2023-04-24 17:42:06,R_XSvFIJplB8zqYqB,,,,,41.1849,-75.386,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,High Protein,,Yes
2023-04-24 17:41:13,2023-04-24 17:42:14,IP Address,192.112.253.21,100,61,True,2023-04-24 17:42:15,R_3ek8H0uEcMyb1wU,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,No,"Hibiscus one leaf brand ",,,,,,,"High Protein,Low Sugar",,Yes
2023-04-24 17:48:17,2023-04-24 17:49:03,IP Address,104.38.113.165,100,46,True,2023-04-24 17:49:04,R_2xKurjBhRRYu5tS,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Eye drops,,,,,,,No
2023-04-24 17:57:47,2023-04-24 17:58:24,IP Address,130.203.69.187,100,37,True,2023-04-24 17:58:25,R_1FanWD77DKPXBJv,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Prime, Sharpener",,,,,High Protein,,Yes
2023-04-24 17:52:19,2023-04-24 18:01:46,IP Address,104.38.74.184,100,567,True,2023-04-24 18:01:47,R_2PnzrEDhO5fpsLM,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,5,Yes,,Not right now,,,,,,"Vegan,Low Sugar",,No
2023-04-24 18:16:14,2023-04-24 18:17:52,IP Address,104.28.76.140,100,98,True,2023-04-24 18:17:53,R_2eRPljO7F2ndN5o,,,,,40.4339,-79.9996,qr,EN,Market West,Yes,5,Yes,,Yes,Protein shakes,4,1,3,2,High Protein,,No
2023-04-24 18:21:03,2023-04-24 18:23:35,IP Address,104.38.111.168,100,152,True,2023-04-24 18:23:36,R_aYqpcRAUMeWDAKB,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Gogurts ",2,3,1,4,,,Yes
2023-04-24 18:52:28,2023-04-24 18:55:37,IP Address,174.198.11.30,100,188,True,2023-04-24 18:55:37,R_r2vzWP3BoqYj3Bn,,,,,39.9476,-75.1474,qr,EN,Market West,Yes,4,Yes,,Yes,"Gogurts and apple cider year round ",4,2,1,3,"High Protein,Low Sugar",,Yes
2023-04-24 19:32:43,2023-04-24 19:34:05,IP Address,104.38.118.138,100,82,True,2023-04-24 19:34:06,R_1DT1slcHvBQRxTp,,,,,40.7957,-77.8618,qr,EN,Market West,No,4,No,"Ritz cheese bits crackers ",,,,,,,,,No
2023-04-24 19:42:11,2023-04-24 19:43:07,IP Address,104.38.70.97,100,55,True,2023-04-24 19:43:07,R_WiW2zyeDRizmjC1,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,Yes,,Yes,Halal option freezer food,4,1,3,2,"Halal,Kosher,Vegan",,I didn't know you had sales
2023-04-24 20:35:23,2023-04-24 20:39:29,IP Address,104.38.79.118,100,245,True,2023-04-24 20:39:29,R_pgUZpZAFzExheet,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,No,"More healthy options. Baby carrots. Peppers. More veggies ",,,,,,,,,Yes
2023-04-24 21:02:09,2023-04-24 21:04:10,IP Address,104.38.122.240,100,120,True,2023-04-24 21:04:10,R_12nCKrI98thfts7,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Red Bull, Utz Party Mix, Protein Bar variety",4,1,3,2,"Halal,Vegetarian,Vegan",,I didn't know you had sales
2023-04-24 21:02:36,2023-04-24 21:04:13,IP Address,104.38.23.80,100,97,True,2023-04-24 21:04:14,R_1N39X9zewlCiJNi,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Variety in frozen food,1,2,3,4,,,Yes
2023-04-24 21:41:57,2023-04-24 21:43:30,IP Address,174.203.136.214,100,92,True,2023-04-24 21:43:31,R_2D1wqLmlMtYRuJb,,,,,40.3052,-79.5418,qr,EN,Market West,Yes,5,Yes,,Yes,Pickles,,,,,,,I didn't know you had sales
2023-04-24 21:42:51,2023-04-24 21:48:27,IP Address,172.56.29.56,100,335,True,2023-04-24 21:48:28,R_D6tLCj7VrlMNywx,,,,,39.9195,-75.1565,qr,EN,Market West,Yes,4,Yes,,Not right now,,,,,,Other,NA,I didn't know you had sales
2023-04-24 21:56:55,2023-04-24 21:57:35,IP Address,104.38.41.211,100,39,True,2023-04-24 21:57:35,R_1mfU9vNlt6DXBB5,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-18 08:17:15,2023-04-18 08:18:36,IP Address,104.38.124.59,44,81,False,2023-04-25 08:18:37,R_3sBR4OHJ2Ymtkov,,,,,,,qr,EN,Market West,Yes,4,No,,,,,,,,,,
2023-04-25 11:08:47,2023-04-25 11:09:59,IP Address,192.112.253.27,100,71,True,2023-04-25 11:10:00,R_296BWY0MAX7lWZp,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Prime ",3,1,2,4,High Protein,,Yes
2023-04-25 11:17:41,2023-04-25 11:19:19,IP Address,104.38.126.133,100,97,True,2023-04-25 11:19:19,R_2VxOlqVR9pckoMJ,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Power Crunch Protein Bars,,,,,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-25 11:21:12,2023-04-25 11:22:50,IP Address,174.203.129.86,100,98,True,2023-04-25 11:22:51,R_3k65uYBXpN2nmu7,,,,,39.9544,-75.1657,qr,EN,Common Grounds,Yes,5,Yes,,Not right now,,2,1,4,3,"Halal,Kosher,Vegetarian,Low Sugar",,Yes
2023-04-25 12:12:55,2023-04-25 12:14:05,IP Address,104.38.27.72,100,69,True,2023-04-25 12:14:06,R_yIlH5haDzGzpoYN,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,No,Ben and Jerry's Americone Dream. :(,,,,,,,,,I didn't know you had sales
2023-04-25 12:30:12,2023-04-25 12:33:02,IP Address,172.59.137.213,100,170,True,2023-04-25 12:33:03,R_2WAX13FNH7XWur6,,,,,40.4182,-80.051,qr,EN,Broadhead Bistro,Yes,4,Yes,,Not right now,,3,2,1,4,,,Yes
2023-04-25 12:34:53,2023-04-25 12:35:49,IP Address,166.196.103.7,100,55,True,2023-04-25 12:35:49,R_6FIOiwRoiDCCulz,,,,,39.952,-75.1814,qr,EN,Market North,Yes,5,Yes,,Not right now,,4,1,2,3,High Protein,,Yes
2023-04-25 12:33:59,2023-04-25 12:35:58,IP Address,107.77.204.83,100,118,True,2023-04-25 12:35:59,R_1IQMtQ8CSo43LhN,,,,,39.2909,-76.6096,qr,EN,Market North,Yes,5,No,Pork rinds,,,3,1,2,4,,,Yes
2023-04-25 12:34:54,2023-04-25 12:36:43,IP Address,192.112.253.12,100,109,True,2023-04-25 12:36:44,R_vvKMe8CQtytikRr,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,4,Yes,,Yes,Baked lays large bag,2,1,3,4,High Protein,,Yes
2023-04-25 12:41:48,2023-04-25 12:42:58,IP Address,192.112.253.27,100,70,True,2023-04-25 12:42:58,R_tGwypSgBA2o4faV,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Bottled Pink Drinks ",,,,,,,No
2023-04-25 12:47:23,2023-04-25 12:48:37,IP Address,104.38.50.78,100,73,True,2023-04-25 12:48:37,R_22FvFloAWfG5TDA,,,,,40.7957,-77.8618,qr,EN,Market West,No,5,Yes,,Not right now,,,,,,High Protein,,I didn't know you had sales
2023-04-25 12:43:57,2023-04-25 12:57:58,IP Address,192.112.253.11,100,840,True,2023-04-25 12:57:58,R_2v6At2i8qQm5hFM,,,,,40.7957,-77.8618,qr,EN,Broadhead Bistro,Yes,3,Yes,,Yes,Mymochi,,,,,,,Yes
2023-04-18 13:11:39,2023-04-18 13:12:31,IP Address,130.203.65.150,56,51,False,2023-04-25 13:24:24,R_djtYFM5XYG7vt9D,,,,,,,qr,EN,Creekside Market,Yes,5,Yes,,,,,,,,,,
2023-04-18 13:55:54,2023-04-18 13:56:13,IP Address,172.56.216.24,56,18,False,2023-04-25 13:56:15,R_276ShVAA2tGN7vl,,,,,,,qr,EN,Market East,Yes,4,Yes,,,,,,,,,,
2023-04-18 13:56:38,2023-04-18 13:57:28,IP Address,172.58.185.13,56,49,False,2023-04-25 14:09:10,R_3ezgGeF8TYhBN80,,,,,,,qr,EN,Creekside Market,Yes,4,Yes,,,,,,,,,,
2023-04-25 14:25:37,2023-04-25 14:26:42,IP Address,66.71.19.182,100,64,True,2023-04-25 14:26:42,R_1CsitjsptlVNput,,,,,40.0782,-75.1299,qr,EN,Common Grounds,No,4,No,"Dust broom ",,,,,,,"Kosher,High Protein",,I didn't know you had sales
2023-04-25 14:29:26,2023-04-25 14:29:54,IP Address,66.71.32.68,100,27,True,2023-04-25 14:29:55,R_1dnScE0aFOzFtCa,,,,,40.1281,-75.1074,qr,EN,Broadhead Bistro,No,5,Yes,,Not right now,,1,3,2,4,,,Yes
2023-04-18 14:44:50,2023-04-18 14:45:57,IP Address,66.71.14.200,56,67,False,2023-04-25 14:45:59,R_3kFfeFglDqV2o5O,,,,,,,qr,EN,Creekside Market,Yes,5,Yes,,,,,,,,,,
2023-04-18 14:46:15,2023-04-18 14:50:28,IP Address,66.71.6.18,56,252,False,2023-04-25 14:50:30,R_3lMsTP88AvImiOn,,,,,,,qr,EN,The Galley,Yes,4,Yes,,,,,,,,,,
2023-04-25 15:09:50,2023-04-25 15:10:57,IP Address,66.71.108.59,100,66,True,2023-04-25 15:10:57,R_3ndewmgwSVI4fjv,,,,,40.4465,-75.8206,qr,EN,High Acres Cafe,Yes,5,Yes,,Not right now,,1,4,3,2,"High Protein,Low Sugar",,Yes
2023-04-25 15:12:57,2023-04-25 15:14:25,IP Address,66.71.92.85,100,88,True,2023-04-25 15:14:25,R_3peTHNxLAhSyXGc,,,,,40.0782,-75.1299,qr,EN,High Acres Cafe,Yes,5,Yes,,Not right now,,,,,,Low Sugar,,Yes
2023-04-25 15:22:25,2023-04-25 15:24:11,IP Address,107.77.203.70,100,106,True,2023-04-25 15:24:12,R_3kb7D4ZEqemjEI4,,,,,38.894,-77.0365,qr,EN,High Acres Cafe,Yes,4,Yes,,Not right now,,4,2,1,3,,,Yes
2023-04-25 15:44:20,2023-04-25 15:45:51,IP Address,104.38.90.99,100,90,True,2023-04-25 15:45:51,R_1pJAhPENPJEAkJi,,,,,40.7957,-77.8618,qr,EN,Market West,No,4,Yes,,Yes,condom,2,4,1,3,Low Sugar,,I didn't know you had sales
2023-04-25 15:45:08,2023-04-25 15:46:48,IP Address,174.247.82.10,100,100,True,2023-04-25 15:46:49,R_332zoP57a2tofBB,,,,,39.9828,-75.8239,qr,EN,High Acres Cafe,Yes,4,Yes,,Not right now,,,,,,,,Yes
2023-04-25 15:49:23,2023-04-25 15:50:07,IP Address,104.38.5.156,100,44,True,2023-04-25 15:50:08,R_24oWwFB03M0cOsC,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,Dibs,,,,,,,I didn't know you had sales
2023-04-25 15:50:32,2023-04-25 15:51:51,IP Address,66.71.80.233,100,78,True,2023-04-25 15:51:51,R_2U6l1fiyUtsbovO,,,,,40.2363,-75.296,qr,EN,High Acres Cafe,Yes,4,Yes,,Not right now,,3,2,1,4,Low Sugar,,Yes
2023-04-25 15:56:55,2023-04-25 15:57:56,IP Address,104.38.48.198,100,60,True,2023-04-25 15:57:56,R_334mDvwXcnMtgfh,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,4,Yes,,Not right now,,1,2,4,3,,,No
2023-04-25 16:03:14,2023-04-25 16:04:41,IP Address,104.38.102.140,100,87,True,2023-04-25 16:04:41,R_2aCCjOsT19fLYTn,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,"non-meatless chicken nuggets ",4,1,3,2,High Protein,,No
2023-04-25 16:04:08,2023-04-25 16:05:25,IP Address,130.203.78.27,100,76,True,2023-04-25 16:05:25,R_DS7G3FvUiZlSGCB,,,,,40.7957,-77.8618,qr,EN,Common Grounds,Yes,5,Yes,,Not right now,,,,,,,,Yes
2023-04-25 16:24:27,2023-04-25 16:27:32,IP Address,104.38.14.176,100,185,True,2023-04-25 16:27:33,R_VPTVzyLK5AY500F,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Planter’s Tropical Fruit & Nut Trail Mix,4,2,3,1,,,I didn't know you had sales
2023-04-25 16:26:17,2023-04-25 16:28:25,IP Address,104.38.22.54,100,127,True,2023-04-25 16:28:25,R_3EJSOkj02Z10WIH,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,almond butter,4,2,3,1,"Vegetarian,Vegan,High Protein",,No
2023-04-25 16:35:09,2023-04-25 16:35:55,IP Address,66.71.34.9,100,45,True,2023-04-25 16:35:55,R_1Hc4E2viajKUSUQ,,,,,40.2927,-76.817,qr,EN,Common Grounds,Yes,5,Yes,,Not right now,,,,,,High Protein,,Yes
2023-04-25 16:40:51,2023-04-25 16:42:35,IP Address,66.71.53.186,100,104,True,2023-04-25 16:42:36,R_1l9K6JogaOdAM5U,,,,,39.8545,-75.3773,qr,EN,Common Grounds,Yes,5,No,"More lunchables, body armor, they never have enough lotion, fudge bars, rocket pop/red white blue popsicles, monster energy!!! Monster energy please ",,,,,,,,,No
2023-04-25 16:41:14,2023-04-25 16:42:58,IP Address,174.203.130.169,100,104,True,2023-04-25 16:42:58,R_1mt44q476kQSPiN,,,,,40.6189,-79.159,qr,EN,Market North,Yes,5,Yes,,Not right now,,4,1,2,3,Other,"Lactose free ",Yes
2023-04-25 16:40:36,2023-04-25 16:43:20,IP Address,130.203.68.224,100,164,True,2023-04-25 16:43:21,R_uh5pf2Ps8Rmt52p,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,Vitamin Water,1,3,2,4,Vegetarian,,No
2023-04-25 16:31:52,2023-04-25 16:43:48,IP Address,104.38.2.223,100,716,True,2023-04-25 16:43:48,R_3CTX0DtZKITVJYC,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,,Yes,,Yes,japanses Rice ball,4,3,1,2,Low Sugar,,I didn't know you had sales
2023-04-25 16:43:27,2023-04-25 16:45:11,IP Address,172.225.111.190,100,103,True,2023-04-25 16:45:12,R_2ZDo8uOLgbj8x32,,,,,39.4152,-77.4154,qr,EN,Market North,Yes,5,Yes,,Yes,"Vegetarian pastas/sandwiches ",3,2,1,4,Vegetarian,,No
2023-04-25 16:45:50,2023-04-25 16:48:28,IP Address,104.38.109.201,100,157,True,2023-04-25 16:48:28,R_2wHNXwW61adiG9h,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Not right now,,3,2,1,4,,,I didn't know you had sales
2023-04-25 16:50:01,2023-04-25 16:50:49,IP Address,104.38.79.228,100,47,True,2023-04-25 16:50:50,R_2CCxpEx2h0iUGCu,,,,,39.9207,-75.2674,qr,EN,Market North,Yes,5,Yes,,Not right now,,4,1,2,3,,,No
2023-04-25 16:50:09,2023-04-25 16:51:28,IP Address,104.38.53.136,100,79,True,2023-04-25 16:51:28,R_1JK5vR0QXFO3iHn,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,cheese blocks,4,1,2,3,Vegetarian,,Yes
2023-04-25 16:50:13,2023-04-25 16:51:59,IP Address,174.203.131.175,100,105,True,2023-04-25 16:51:59,R_2PccX5ZsK6zmqiH,,,,,40.3052,-79.5418,qr,EN,Market North,Yes,5,Yes,,Yes,cheese blocks,,,,,,,I didn't know you had sales
2023-04-25 16:55:44,2023-04-25 16:57:17,IP Address,104.38.127.239,100,92,True,2023-04-25 16:57:17,R_1f0K8VSi3G3JtYc,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,4,Yes,,Not right now,,4,1,2,3,"High Protein,Low Sugar",,No
2023-04-25 16:58:43,2023-04-25 16:59:09,IP Address,104.38.90.6,100,25,True,2023-04-25 16:59:10,R_3MyAyhHRddNal4Z,,,,,40.7957,-77.8618,qr,EN,Market West,No,4,Yes,,Not right now,,1,3,4,2,Halal,,No
