StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q10,Q13,Q11,Q11_1,Q2,Q3,Q4,Q4_2_TEXT,Q1_2,Q1_3,Q1_4,Q1_7,Q7
2023-11-14 14:04:07,2023-11-14 14:05:16,IP Address,104.38.32.208,100,68,True,2023-11-14 14:05:17,R_OJpzGzp9o5QnEel,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,1,3,2,I didn't know you had sales
2023-11-14 14:04:08,2023-11-14 14:05:49,IP Address,166.196.103.36,100,101,True,2023-11-14 14:05:50,R_1qen8vNoFHm0ulD,,,,,39.9843,-75.2266,qr,EN,Market East,Yes,No,,5,No,CorePower Fairlife protein shakes,,,4,3,2,1,I didn't know you had sales
2023-11-14 14:05:14,2023-11-14 14:05:51,IP Address,104.38.110.98,100,36,True,2023-11-14 14:05:51,R_5uQg3Q75QvMb88F,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,2,3,1,4,I didn't know you had sales
2023-11-14 14:23:38,2023-11-14 14:24:21,IP Address,66.71.49.198,100,43,True,2023-11-14 14:24:22,R_3PdlH1netlxolsi,,,,,40.2744,-76.7062,qr,EN,Common Grounds,Yes,No,,5,Yes,,Yes,Red Baron Pizzas,3,1,2,4,I didn't know you had sales
2023-11-14 14:38:34,2023-11-14 14:40:11,IP Address,174.203.132.127,100,97,True,2023-11-14 14:40:12,R_3fIPogtC0Rzdu2I,,,,,40.3052,-79.5418,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Yes,"More Supplements (i.e. vitamin d, magnesium, zinc, etc)",4,3,2,1,I didn't know you had sales
2023-11-14 15:15:02,2023-11-14 15:16:04,IP Address,107.123.17.8,100,61,True,2023-11-14 15:16:05,R_2dRrRkDBJj5rx24,,,,,39.9206,-75.1826,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,3,1,2,4,No
2023-11-14 15:30:40,2023-11-14 15:31:17,IP Address,104.38.12.77,100,36,True,2023-11-14 15:31:18,R_ODmxLuLKxvIYY5r,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,4,Yes,,Yes,"Coke cola ",,,,,Yes
2023-11-07 22:02:08,2023-11-07 22:02:41,IP Address,107.123.21.1,27,32,False,2023-11-14 22:02:42,R_2f8KGconF480prC,,,,,,,qr,EN,Market East,Yes,Yes,,,,,,,,,,,
2023-11-15 08:43:20,2023-11-15 08:44:31,IP Address,104.38.72.95,100,71,True,2023-11-15 08:44:32,R_1HpXjAoMrQeRduC,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Yes,More soap products,4,1,2,3,Yes
2023-11-15 09:03:37,2023-11-15 09:06:13,IP Address,104.28.132.135,100,155,True,2023-11-15 09:06:14,R_25SgMa1hC1941M1,,,,,38.9779,-77.0806,qr,EN,Market West,Yes,No,,5,Yes,,Yes,"More fruits and vegs ",4,2,3,1,I didn't know you had sales
2023-11-15 09:41:34,2023-11-15 09:42:45,IP Address,166.196.103.87,100,70,True,2023-11-15 09:42:45,R_yHHxPSk4SfcBiRH,,,,,39.9843,-75.2266,qr,EN,Market West,Yes,No,,5,Yes,,Yes,"Bare apple chips ",4,1,2,3,I didn't know you had sales
2023-11-15 10:12:48,2023-11-15 10:14:04,IP Address,104.38.38.47,100,75,True,2023-11-15 10:14:04,R_tW27LiOLu5YogIV,,,,,40.1134,-75.1898,qr,EN,Market East,Yes,No,,5,Yes,,Yes,Voss sparkling water and pretzel goldfish,1,4,3,2,I didn't know you had sales
2023-11-15 10:56:20,2023-11-15 10:57:47,IP Address,107.123.17.16,100,86,True,2023-11-15 10:57:47,R_yqXSQTHpv2bYbLz,,,,,39.9206,-75.1826,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,2,3,1,Yes
2023-11-15 11:09:25,2023-11-15 11:10:43,IP Address,172.225.110.128,100,77,True,2023-11-15 11:10:44,R_3erFsddS6zoM6t2,,,,,40.7911,-77.8592,qr,EN,Market East,Yes,No,,5,Yes,,Not right now,,4,2,1,3,No
2023-11-15 11:09:04,2023-11-15 11:10:52,IP Address,104.38.51.198,100,107,True,2023-11-15 11:10:52,R_3e2CuWQopAy8ol0,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,5,Yes,,Yes,"More Oreo varieties ",3,4,1,2,No
2023-11-15 11:42:11,2023-11-15 11:43:19,IP Address,104.38.19.98,100,67,True,2023-11-15 11:43:20,R_1r60IGHujHXEIO7,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,No,,4,Yes,,Not right now,,3,4,2,1,No
2023-11-15 11:59:12,2023-11-15 12:00:46,IP Address,174.203.134.46,100,94,True,2023-11-15 12:00:47,R_3HiE5bBWApOKIsv,,,,,40.4413,-79.2533,qr,EN,Market East,Yes,No,,5,Yes,,Yes,"red bulls and monster energy drinks ",4,1,2,3,Yes
2023-11-15 12:16:13,2023-11-15 12:21:08,IP Address,104.38.46.74,100,294,True,2023-11-15 12:21:08,R_3EytFcXJ0Hvx3b6,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,5,No,"Plain small bag of potato chips, I think they were just out so I probably just picked a bad time",,,4,1,3,2,No
2023-11-15 13:26:29,2023-11-15 13:29:06,IP Address,104.38.4.245,100,156,True,2023-11-15 13:29:06,R_7OR6fNNCMaQbS8h,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,No,,4,Yes,,Not right now,,4,1,3,2,Yes
2023-11-15 14:13:20,2023-11-15 14:14:12,IP Address,107.123.17.136,100,52,True,2023-11-15 14:14:13,R_3mlYmhfBygrJctc,,,,,39.9206,-75.1826,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,4,1,2,3,No
2023-11-15 14:15:22,2023-11-15 14:16:15,IP Address,192.112.253.24,100,53,True,2023-11-15 14:16:15,R_12n9LVgFEP9Fy3X,,,,,40.8103,-77.888,qr,EN,Creekside Market,Yes,Yes,No,5,Yes,,Not right now,,1,3,2,4,Yes
2023-11-15 14:16:00,2023-11-15 14:16:59,IP Address,192.112.253.12,100,59,True,2023-11-15 14:16:59,R_2ql7Xxh56iSmXW9,,,,,40.8103,-77.888,qr,EN,Provisions,Yes,No,,4,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-15 14:17:38,2023-11-15 14:19:20,IP Address,174.198.5.124,100,102,True,2023-11-15 14:19:21,R_122S7zDIPydWGxy,,,,,39.952,-75.1814,qr,EN,Creekside Market,Yes,Yes,Yes,5,Yes,,Not right now,,3,4,2,1,Yes
2023-11-15 14:17:01,2023-11-15 14:19:31,IP Address,174.198.4.164,100,150,True,2023-11-15 14:19:32,R_qCQNztg2wF1He6Z,,,,,40.1215,-75.3269,qr,EN,Creekside Market,Yes,Yes,No,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-15 14:19:15,2023-11-15 14:20:00,IP Address,66.71.11.244,100,44,True,2023-11-15 14:20:00,R_sLhWq6EPySQPHsB,,,,,40.2697,-76.8999,qr,EN,Provisions,Yes,No,,4,Yes,,Not right now,,4,1,2,3,Yes
2023-11-15 14:22:36,2023-11-15 14:23:40,IP Address,174.216.55.236,100,63,True,2023-11-15 14:23:40,R_3erkVv2q1r9UxUF,,,,,40.7066,-74.2027,qr,EN,Provisions,Yes,No,,5,Yes,,Yes,"Core power ",4,3,2,1,I didn't know you had sales
2023-11-15 14:27:52,2023-11-15 14:28:26,IP Address,172.58.206.242,100,33,True,2023-11-15 14:28:26,R_1cYr28z7JEvaIEc,,,,,39.9945,-75.1648,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,No
2023-11-15 14:32:16,2023-11-15 14:32:52,IP Address,174.198.196.137,100,35,True,2023-11-15 14:32:53,R_1Dq0q7S69SXRelv,,,,,39.9203,-75.1108,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,2,1,3,4,I didn't know you had sales
2023-11-15 14:37:37,2023-11-15 14:38:48,IP Address,66.71.103.198,100,71,True,2023-11-15 14:38:49,R_Y92sbYoOXVzzyOB,,,,,40.4185,-75.9956,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,2,1,3,4,No
2023-11-15 15:07:59,2023-11-15 15:08:40,IP Address,66.71.119.3,100,40,True,2023-11-15 15:08:40,R_d7u3BFYq8gzkcA9,,,,,40.5222,-78.4034,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,3,1,2,4,No
2023-11-15 15:13:11,2023-11-15 15:14:39,IP Address,130.203.71.163,100,87,True,2023-11-15 15:14:39,R_tEOSuCVXKrnO7AJ,,,,,40.7957,-77.8618,qr,EN,Provisions,Yes,No,,4,Yes,,Yes,"Sandwhiches ",4,1,2,3,No
2023-11-15 15:15:35,2023-11-15 15:16:26,IP Address,192.112.253.24,100,51,True,2023-11-15 15:16:26,R_1EgTg9AiS5SsbYY,,,,,40.8103,-77.888,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,2,1,3,4,I didn't know you had sales
2023-11-15 15:32:34,2023-11-15 15:33:10,IP Address,66.71.11.244,100,35,True,2023-11-15 15:33:11,R_3r0RjHJzhTPJJmA,,,,,40.2697,-76.8999,qr,EN,Provisions,Yes,Yes,Yes,4,Yes,,Not right now,,4,1,2,3,Yes
2023-11-15 15:43:00,2023-11-15 15:44:34,IP Address,172.56.223.0,100,93,True,2023-11-15 15:44:34,R_1FM2GrDkG0apSk6,,,,,39.9528,-75.1646,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,1,2,3,4,No
2023-11-15 15:42:54,2023-11-15 15:45:01,IP Address,66.71.31.57,100,126,True,2023-11-15 15:45:02,R_2q7B823nICWIgfI,,,,,40.3886,-75.9286,qr,EN,Provisions,Yes,No,,5,Yes,,Yes,Sugar free/ low calorie snacks,4,3,2,1,No
2023-11-15 14:25:38,2023-11-15 15:58:13,IP Address,172.56.217.207,100,5554,True,2023-11-15 15:58:13,R_3NCIgsHHkI05f3e,,,,,39.9528,-75.1646,qr,EN,Provisions,Yes,Yes,No,5,Yes,,Not right now,,4,3,2,1,No
2023-11-15 16:07:32,2023-11-15 16:09:16,IP Address,172.56.223.49,100,104,True,2023-11-15 16:09:17,R_1mWvy3X7NaE0fcA,,,,,39.9528,-75.1646,qr,EN,Provisions,No,No,,4,Yes,,Yes,Used to have a coffee machine,4,2,1,3,I didn't know you had sales
2023-11-15 16:08:51,2023-11-15 16:10:55,IP Address,166.196.103.94,100,123,True,2023-11-15 16:10:55,R_3q9VxOrLSGHxLq1,,,,,39.9843,-75.2266,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,1,2,3,No
2023-11-15 16:15:13,2023-11-15 16:15:57,IP Address,174.198.203.48,100,44,True,2023-11-15 16:15:58,R_3DhZGtOPiizgCqS,,,,,39.9458,-74.9042,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,1,4,2,3,I didn't know you had sales
2023-11-15 16:15:33,2023-11-15 16:16:12,IP Address,66.71.22.146,100,38,True,2023-11-15 16:16:12,R_1OT9KGwRFKAUQqv,,,,,40.3469,-79.8689,qr,EN,Provisions,No,No,,5,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-15 16:17:26,2023-11-15 16:17:49,IP Address,192.112.253.12,100,22,True,2023-11-15 16:17:49,R_3Do2NKzOBN9XDFM,,,,,40.8103,-77.888,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,,,,,No
2023-11-15 16:51:06,2023-11-15 16:52:22,IP Address,37.19.221.232,100,75,True,2023-11-15 16:52:23,R_ZtawsqzRcnjsEox,,,,,29.7646,-95.3657,qr,EN,Creekside Market,Yes,No,,5,Yes,,Yes,Baked Hot Cheetos and Pocky,3,1,2,4,No
2023-11-15 17:07:54,2023-11-15 17:08:58,IP Address,174.216.51.122,100,63,True,2023-11-15 17:08:58,R_33mAhLxUYVVsHlv,,,,,39.9484,-74.9875,qr,EN,Provisions,Yes,No,,5,No,Chocolate milk,,,4,1,3,2,No
2023-11-15 17:09:57,2023-11-15 17:10:51,IP Address,172.58.207.92,100,54,True,2023-11-15 17:10:51,R_3Ejcc5A9jwBWQ0H,,,,,39.9739,-75.1456,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,2,3,1,4,No
2023-11-15 17:10:07,2023-11-15 17:11:00,IP Address,107.123.17.29,100,52,True,2023-11-15 17:11:00,R_1MNgpobt41dpjKt,,,,,39.9206,-75.1826,qr,EN,Provisions,Yes,No,,3,Yes,,Not right now,,1,2,3,4,Yes
2023-11-15 17:14:02,2023-11-15 17:14:43,IP Address,66.71.29.12,100,41,True,2023-11-15 17:14:44,R_1Ng34CBCQW11Ixk,,,,,40.2183,-77.0281,qr,EN,Provisions,No,No,,4,Yes,,Yes,"Toblerone ",,,,,No
2023-11-15 17:23:31,2023-11-15 17:24:03,IP Address,174.216.54.45,100,32,True,2023-11-15 17:24:04,R_2rZoFCKxAtuBV71,,,,,39.9672,-74.9562,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,Yes
2023-11-15 17:28:50,2023-11-15 17:30:00,IP Address,104.28.208.35,100,70,True,2023-11-15 17:30:01,R_WrLQakJRpA3uY4p,,,,,39.2889,-76.623,qr,EN,Provisions,Yes,No,,5,Yes,,Yes,"Arizona red bull ",3,1,4,2,Yes
2023-11-15 17:32:12,2023-11-15 17:32:27,IP Address,66.71.46.106,100,14,True,2023-11-15 17:32:27,R_28zVkRRJh4Nkd5K,,,,,41.1285,-78.7494,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,Yes
2023-11-15 17:33:24,2023-11-15 17:34:20,IP Address,66.71.88.140,100,56,True,2023-11-15 17:34:21,R_WxtGDaZTV5MgUkF,,,,,42.0751,-80.1464,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,2,4,1,3,I didn't know you had sales
2023-11-15 17:33:24,2023-11-15 17:34:27,IP Address,66.71.53.21,100,63,True,2023-11-15 17:34:28,R_UEoYhuldEGihwhb,,,,,39.8545,-75.3773,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,,,,,No
2023-11-08 17:34:45,2023-11-08 17:35:04,IP Address,66.71.111.11,27,19,False,2023-11-15 17:37:59,R_D6kscstYu9Z2RPP,,,,,,,qr,EN,Common Grounds,Yes,No,,,,,,,,,,,
2023-11-15 17:44:34,2023-11-15 17:46:02,IP Address,66.71.58.251,100,87,True,2023-11-15 17:46:02,R_PtuUJ46aGcMiGqt,,,,,40.1136,-74.9396,qr,EN,Provisions,Yes,No,,4,Yes,,Yes,More necessities for Penn State students,,,,,I didn't know you had sales
2023-11-15 17:41:45,2023-11-15 17:59:02,IP Address,143.244.47.96,100,1036,True,2023-11-15 17:59:02,R_2qmDFZCm3odJjss,,,,,40.7123,-74.0068,qr,EN,Creekside Market,Yes,No,,5,No,A 12 pack of root beer,,,3,1,2,4,I didn't know you had sales
2023-11-15 18:03:37,2023-11-15 18:04:29,IP Address,104.28.78.141,100,52,True,2023-11-15 18:04:30,R_3gZAozzNqu85bHP,,,,,40.2693,-76.8957,qr,EN,Provisions,Yes,Yes,No,5,No,Red bull,,,3,4,1,2,I didn't know you had sales
2023-11-15 18:07:54,2023-11-15 18:08:47,IP Address,66.71.97.13,100,53,True,2023-11-15 18:08:48,R_3hcGb5CVSvQ5jIs,,,,,39.761,-77.5672,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,3,2,1,No
2023-11-15 18:12:33,2023-11-15 18:12:58,IP Address,66.71.86.39,100,24,True,2023-11-15 18:12:58,R_1B09uGtxOx3l6oN,,,,,41.1285,-78.7494,qr,EN,Provisions,Yes,No,,4,Yes,,Not right now,,,,,,No
2023-11-15 18:14:45,2023-11-15 18:15:17,IP Address,174.216.49.0,100,32,True,2023-11-15 18:15:18,R_QadVx0a1viI3wOZ,,,,,39.8952,-75.0347,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,2,1,3,Yes
2023-11-15 18:14:48,2023-11-15 18:15:40,IP Address,66.71.98.214,100,52,True,2023-11-15 18:15:41,R_2xEPTWFrofZALh5,,,,,41.4355,-79.6904,qr,EN,Provisions,No,No,,4,Yes,,Not right now,,2,1,4,3,I didn't know you had sales
2023-11-15 18:27:03,2023-11-15 18:27:22,IP Address,66.71.114.129,100,19,True,2023-11-15 18:27:23,R_2VloamWfLtYF9fE,,,,,41.2376,-75.9477,qr,EN,Market Pollock,No,No,,5,Yes,,Not right now,,,,,,Yes
2023-11-15 18:52:19,2023-11-15 18:52:58,IP Address,166.196.103.4,100,39,True,2023-11-15 18:52:59,R_3iWmvQYFtaMlmev,,,,,39.9843,-75.2266,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,3,1,2,4,Yes
2023-11-15 18:57:47,2023-11-15 18:58:45,IP Address,66.71.108.70,100,57,True,2023-11-15 18:58:45,R_rcB3jm9rgo6cIX7,,,,,40.275,-76.8039,qr,EN,Provisions,Yes,No,,5,Yes,,Yes,Prime,3,4,1,2,Yes
2023-11-08 19:15:48,2023-11-08 19:15:58,IP Address,104.38.52.78,27,9,False,2023-11-15 19:16:00,R_1fdAHwK8fKgbaLT,,,,,,,qr,EN,Market West,Yes,No,,,,,,,,,,,
2023-11-08 21:00:09,2023-11-08 21:00:34,IP Address,130.203.65.221,27,25,False,2023-11-15 21:00:41,R_2VrluqYfzDfHkFP,,,,,,,qr,EN,Market Pollock,No,No,,,,,,,,,,,
2023-11-08 23:36:15,2023-11-08 23:36:59,IP Address,104.38.2.205,73,44,False,2023-11-15 23:37:01,R_ZleSogQ5OtVHCud,,,,,,,qr,EN,Market East,Yes,No,,,Yes,,,,,,,,
2023-11-08 23:36:16,2023-11-08 23:37:24,IP Address,174.203.135.219,64,68,False,2023-11-15 23:37:30,R_3KwQKzykUav8wPe,,,,,,,qr,EN,Market East,Yes,Yes,No,1,No,,,,,,,,
2023-11-09 10:31:09,2023-11-09 10:31:22,IP Address,66.71.66.172,27,12,False,2023-11-16 10:31:26,R_1X401SEf6Dq11rX,,,,,,,qr,EN,High Acres Cafe,No,No,,,,,,,,,,,
2023-11-09 10:39:37,2023-11-09 10:40:10,IP Address,66.71.116.226,73,33,False,2023-11-16 10:40:46,R_2BtAeBzYBGzVidU,,,,,,,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,,,,,,,
2023-11-16 10:58:12,2023-11-16 11:00:31,IP Address,104.38.117.96,100,138,True,2023-11-16 11:00:31,R_3feHzQFgFQEB4LF,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,5,Yes,,Not right now,,4,1,3,2,No
2023-11-16 11:16:56,2023-11-16 11:18:47,IP Address,104.38.34.105,100,110,True,2023-11-16 11:18:47,R_cBYeSf6DtMUPIWt,,,,,40.7957,-77.8618,qr,EN,Market North,No,Yes,No,5,No,baby bottle pops,,,3,1,2,4,No
2023-11-09 11:21:49,2023-11-09 11:22:17,IP Address,192.112.253.22,73,27,False,2023-11-16 11:26:07,R_2RZVdJKeJ82xY20,,,,,,,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,,,,,,,
2023-11-09 11:22:16,2023-11-09 11:22:33,IP Address,174.198.44.251,27,17,False,2023-11-16 11:26:22,R_PML4n1TG13dclMZ,,,,,,,qr,EN,High Acres Cafe,Yes,No,,,,,,,,,,,
2023-11-09 11:23:24,2023-11-09 11:24:05,IP Address,174.235.162.201,27,41,False,2023-11-16 11:27:41,R_3PzYfGGl4rtz0U9,,,,,,,qr,EN,High Acres Cafe,Yes,No,,,,,,,,,,,
2023-11-16 11:27:28,2023-11-16 11:28:49,IP Address,104.38.125.141,100,81,True,2023-11-16 11:28:50,R_2z885kAcPUJXoXf,,,,,39.9544,-75.1657,qr,EN,Market West,Yes,No,,5,Yes,,Not right now,,2,3,1,4,I didn't know you had sales
2023-11-16 11:27:25,2023-11-16 11:28:52,IP Address,174.203.128.131,100,86,True,2023-11-16 11:28:52,R_10B2OTrJK69T54j,,,,,40.352,-78.9393,qr,EN,Market West,Yes,No,,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-09 11:24:05,2023-11-09 11:28:53,IP Address,166.196.103.93,27,288,False,2023-11-16 11:28:59,R_1j70idcUqHMbF59,,,,,,,qr,EN,High Acres Cafe,Yes,No,,,,,,,,,,,
2023-11-09 11:30:30,2023-11-09 11:30:59,IP Address,66.71.61.194,27,28,False,2023-11-16 11:32:44,R_PG6rkllQelJu5YB,,,,,,,qr,EN,High Acres Cafe,Yes,No,,,,,,,,,,,
2023-11-16 11:40:55,2023-11-16 11:43:09,IP Address,104.38.12.234,100,133,True,2023-11-16 11:43:10,R_3qTMKbxz1zZuJXP,,,,,40.5248,-80.1643,qr,EN,Market East,Yes,No,,4,Yes,,Not right now,,4,2,3,1,I didn't know you had sales
2023-11-16 11:42:52,2023-11-16 11:44:26,IP Address,166.198.25.29,100,94,True,2023-11-16 11:44:27,R_w16G3kI1DEaUlkR,,,,,38.9522,-77.0253,qr,EN,Market West,Yes,No,,5,No,"soft pretzels, cheese filled pretzels, dr. pepper cream soda",,,3,2,1,4,No
2023-11-16 11:50:41,2023-11-16 11:51:24,IP Address,174.216.156.31,100,43,True,2023-11-16 11:51:25,R_2CZBRaa68fGEotE,,,,,38.894,-77.0365,qr,EN,Market West,Yes,No,,5,Yes,,Not right now,,1,3,2,4,I didn't know you had sales
2023-11-16 11:53:04,2023-11-16 11:54:30,IP Address,104.38.62.239,100,86,True,2023-11-16 11:54:30,R_25LyfPqFPVxPH2k,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,5,Yes,,Yes,more dinner options,4,3,2,1,Yes
2023-11-16 12:03:50,2023-11-16 12:05:17,IP Address,98.235.160.202,100,87,True,2023-11-16 12:05:18,R_1FDkj57xUyDjaif,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,Yes,No,4,Yes,,Yes,"Vitamin waters ",2,4,3,1,Yes
2023-11-16 12:04:10,2023-11-16 12:05:38,IP Address,172.56.216.161,100,87,True,2023-11-16 12:05:39,R_125sjfrWKiCndZY,,,,,39.9528,-75.1646,qr,EN,Market West,Yes,Yes,Yes,5,Yes,,Yes,"More healthy snack alternatives ",,,,,Yes
2023-11-16 12:30:09,2023-11-16 12:32:46,IP Address,174.203.141.95,100,157,True,2023-11-16 12:32:47,R_2dteuWB3Eu5bsSR,,,,,39.9544,-75.1657,qr,EN,Market West,Yes,Yes,Yes,5,Yes,,Not right now,,3,1,2,4,No
2023-11-16 12:46:54,2023-11-16 12:49:48,IP Address,75.102.88.253,100,173,True,2023-11-16 12:49:49,R_3CBL5g5t8i5KG58,,,,,40.3356,-75.979,qr,EN,Creekside Market,Yes,No,,4,No,"White American cheese, cheerios nut & oats",,,4,3,2,1,I didn't know you had sales
2023-11-16 13:19:18,2023-11-16 13:19:49,IP Address,66.71.4.60,100,30,True,2023-11-16 13:19:49,R_YWzmDK54JBhjHrP,,,,,40.2389,-77.1935,qr,EN,Provisions,Yes,No,,4,Yes,,Not right now,,,,,,Yes
2023-11-09 13:13:27,2023-11-09 13:13:46,IP Address,192.112.253.16,73,19,False,2023-11-16 13:20:48,R_3e9RXX9C3w9jk7P,,,,,,,qr,EN,Market East,Yes,No,,4,Yes,,,,,,,,
2023-11-09 13:22:55,2023-11-09 13:25:18,IP Address,172.58.203.217,27,142,False,2023-11-16 13:30:32,R_3Dek8ojniZkSFEZ,,,,,,,qr,EN,High Acres Cafe,Yes,No,,,,,,,,,,,
2023-11-09 13:31:10,2023-11-09 13:31:42,IP Address,75.102.111.115,73,31,False,2023-11-16 13:45:47,R_2WGbTgANILLPoR1,,,,,,,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,,,,,,,
2023-11-09 14:08:05,2023-11-09 14:09:43,IP Address,107.77.202.17,27,98,False,2023-11-16 15:05:29,R_1g1l2xdnjmD1Ypn,,,,,,,qr,EN,High Acres Cafe,Yes,Yes,,,,,,,,,,,
2023-11-09 14:32:20,2023-11-09 14:33:54,IP Address,192.112.253.21,73,94,False,2023-11-16 15:16:21,R_1mV5GrjGZod9bV2,,,,,,,qr,EN,Market East,Yes,No,,5,Yes,,,,,,,,
2023-11-16 15:43:36,2023-11-16 15:44:24,IP Address,104.38.4.218,100,48,True,2023-11-16 15:44:25,R_3qjK1awsCiv5M2Z,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,No,,5,Yes,,Yes,Awake bars,1,3,2,4,No
2023-11-09 14:36:15,2023-11-09 14:36:36,IP Address,104.38.80.88,73,20,False,2023-11-16 15:54:12,R_2cqhMQ36LdPfhy0,,,,,,,qr,EN,Market East,Yes,Yes,No,5,Yes,,,,,,,,
2023-11-09 14:56:19,2023-11-09 14:56:56,IP Address,66.71.4.157,73,37,False,2023-11-16 16:05:22,R_2v24Lp7ZVaCA8Te,,,,,,,qr,EN,High Acres Cafe,Yes,No,,4,Yes,,,,,,,,
2023-11-09 15:00:21,2023-11-09 15:02:46,IP Address,174.198.17.143,27,144,False,2023-11-16 16:24:32,R_2xVMiZGExDL0J8q,,,,,,,qr,EN,High Acres Cafe,Yes,Yes,,,,,,,,,,,
2023-11-09 17:21:32,2023-11-09 18:17:36,IP Address,107.123.17.94,73,3363,False,2023-11-16 18:23:12,R_30vqKmlphMgm6qC,,,,,,,qr,EN,Market East,Yes,No,,5,Yes,,,,,,,,
2023-11-16 20:37:31,2023-11-16 20:38:57,IP Address,130.203.71.15,100,85,True,2023-11-16 20:38:57,R_1f3gKoOrCQ3udnR,,,,,40.7957,-77.8618,qr,EN,Creekside Market,No,No,,5,Yes,,Yes,chocolate lava cakes,1,4,2,3,No
2023-11-16 22:30:27,2023-11-16 22:31:39,IP Address,192.112.253.17,100,71,True,2023-11-16 22:31:39,R_4VJIe7rs2UhtfHP,,,,,40.8103,-77.888,qr,EN,Creekside Market,No,No,,4,No,"CHOCOLATE LAVA CAKE (not the peanut butter one) ",,,4,1,3,2,I didn't know you had sales
2023-11-10 09:42:05,2023-11-10 09:42:44,IP Address,66.71.75.67,27,38,False,2023-11-17 09:42:45,R_1oGangetP2xvR2q,,,,,,,qr,EN,High Acres Cafe,Yes,No,,,,,,,,,,,
2023-11-10 09:43:16,2023-11-10 09:44:30,IP Address,66.71.104.122,73,74,False,2023-11-17 09:44:32,R_1kYrTWnJA5SB136,,,,,,,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,,,,,,,
2023-11-10 10:39:08,2023-11-10 10:39:35,IP Address,66.71.94.250,27,27,False,2023-11-17 10:39:40,R_2fpPeXtBtDSfikS,,,,,,,qr,EN,High Acres Cafe,Yes,No,,,,,,,,,,,
2023-11-10 11:42:56,2023-11-10 11:46:32,IP Address,107.77.202.109,73,215,False,2023-11-17 11:46:34,R_0jr9dPtkaV151Sx,,,,,,,qr,EN,Market East,Yes,No,,5,Yes,,,,,,,,
2023-11-17 12:17:30,2023-11-17 12:18:34,IP Address,172.56.29.55,100,63,True,2023-11-17 12:18:34,R_XSUoe1hUrNtSFFL,,,,,39.9486,-75.2339,qr,EN,Market West,Yes,No,,5,Yes,,Yes,Red Bull,1,3,2,4,Yes
2023-11-17 13:25:07,2023-11-17 13:26:06,IP Address,104.38.80.209,100,58,True,2023-11-17 13:26:07,R_BVVtp7Yq4f2PItz,,,,,40.7957,-77.8618,qr,EN,Market East,No,No,,5,No,Fruit,,,,,,,I didn't know you had sales
